,id,timestamp,stored,version,actor.objectType,actor.name,actor.account.name,actor.account.homePage,verb.id,verb.display.en,context.registration,object.id,object.objectType,verb.display.en-US,result.score.scaled,result.score.raw,result.score.min,result.score.max,result.success,result.completion,result.duration,object.definition.description.en-US,object.definition.type,object.definition.name.en-US,duration
10,622c51d8-5b86-4712-92c5-889b845b1309,2022-05-08 00:21:12.073000+00:00,2022-05-08 00:21:13.129000+00:00,1.0.0,Agent,Rylee Roberts,JOFY1QJRK6|rylee_roberts9799@dionrab.com,http://cloud.scorm.com,http://adlnet.gov/expapi/verbs/failed,,f8a5c823-d37e-4de4-a008-0f2c68f7192e,http://id.tincanapi.com/activity/tincan-prototypes/golf-example/GolfAssessment,Activity,failed,0.67,67.0,0.0,100.0,False,True,PT1M44.945S,,,,0 days 00:01:44.945000
11,6b466ea7-e340-4d01-95f4-4725603aedc4,2022-05-08 00:19:27.125000+00:00,2022-05-08 00:19:28.185000+00:00,1.0.0,Agent,Rylee Roberts,JOFY1QJRK6|rylee_roberts9799@dionrab.com,http://cloud.scorm.com,http://adlnet.gov/expapi/verbs/attempted,,f8a5c823-d37e-4de4-a008-0f2c68f7192e,http://id.tincanapi.com/activity/tincan-prototypes/golf-example/GolfAssessment,Activity,attempted,,,,,,,PT0S,An Assessment for the Golf Example course.,http://adlnet.gov/expapi/activities/assessment,Golf Example Assessment,0 days 00:00:00
12,1029aa06-f3ac-4c05-81c1-511d43471739,2022-05-08 00:04:36.992000+00:00,2022-05-08 00:04:38.140000+00:00,1.0.0,Agent,Julius Walker,JOFY1QJRK6|julius_walker4186@iatim.tech,http://cloud.scorm.com,http://adlnet.gov/expapi/verbs/failed,,ca711964-dc46-4354-bc2f-2ba3bbb52ba3,http://id.tincanapi.com/activity/tincan-prototypes/golf-example/GolfAssessment,Activity,failed,0.73,73.0,0.0,100.0,False,True,PT3M37.445S,,,,0 days 00:03:37.445000
13,2ef422e9-c94c-4048-b529-bae4b67b29bf,2022-05-08 00:00:59.549000+00:00,2022-05-08 00:01:00.598000+00:00,1.0.0,Agent,Julius Walker,JOFY1QJRK6|julius_walker4186@iatim.tech,http://cloud.scorm.com,http://adlnet.gov/expapi/verbs/attempted,,ca711964-dc46-4354-bc2f-2ba3bbb52ba3,http://id.tincanapi.com/activity/tincan-prototypes/golf-example/GolfAssessment,Activity,attempted,,,,,,,PT0S,An Assessment for the Golf Example course.,http://adlnet.gov/expapi/activities/assessment,Golf Example Assessment,0 days 00:00:00
14,55c1360c-e6e2-4884-bdd3-5b4cee606921,2022-05-07 14:50:23.373000+00:00,2022-05-07 14:50:23.481000+00:00,1.0.0,Agent,Madelyn Howard,JOFY1QJRK6|madelyn_howard8958@twipet.com,http://cloud.scorm.com,http://adlnet.gov/expapi/verbs/failed,,4a905427-3fd4-4b4e-92a1-ceb78ea05c07,http://id.tincanapi.com/activity/tincan-prototypes/golf-example/GolfAssessment,Activity,failed,0.67,67.0,0.0,100.0,False,True,PT50.891S,,,,0 days 00:00:50.891000
15,ddce161f-5441-4e16-93e6-bc4710ba3085,2022-05-07 14:49:32.482000+00:00,2022-05-07 14:49:32.542000+00:00,1.0.0,Agent,Madelyn Howard,JOFY1QJRK6|madelyn_howard8958@twipet.com,http://cloud.scorm.com,http://adlnet.gov/expapi/verbs/attempted,,4a905427-3fd4-4b4e-92a1-ceb78ea05c07,http://id.tincanapi.com/activity/tincan-prototypes/golf-example/GolfAssessment,Activity,attempted,,,,,,,PT0S,An Assessment for the Golf Example course.,http://adlnet.gov/expapi/activities/assessment,Golf Example Assessment,0 days 00:00:00
16,3b29f563-d034-42e8-97ce-4e92489f7052,2022-05-07 14:41:52.937000+00:00,2022-05-07 14:41:53.082000+00:00,1.0.0,Agent,Josh Dubois,JOFY1QJRK6|josh_dubois2459@bungar.biz,http://cloud.scorm.com,http://adlnet.gov/expapi/verbs/failed,,9e619529-15b0-48a3-b675-b913038879e1,http://id.tincanapi.com/activity/tincan-prototypes/golf-example/GolfAssessment,Activity,failed,0.6,60.0,0.0,100.0,False,True,PT53.534S,,,,0 days 00:00:53.534000
17,4ec63695-bfec-415e-aefa-0a952b80a412,2022-05-07 14:40:59.404000+00:00,2022-05-07 14:40:59.458000+00:00,1.0.0,Agent,Josh Dubois,JOFY1QJRK6|josh_dubois2459@bungar.biz,http://cloud.scorm.com,http://adlnet.gov/expapi/verbs/attempted,,9e619529-15b0-48a3-b675-b913038879e1,http://id.tincanapi.com/activity/tincan-prototypes/golf-example/GolfAssessment,Activity,attempted,,,,,,,PT0S,An Assessment for the Golf Example course.,http://adlnet.gov/expapi/activities/assessment,Golf Example Assessment,0 days 00:00:00
18,eaf8e881-06d1-4905-b724-e3fe2f81f033,2022-05-07 13:59:23.285000+00:00,2022-05-07 13:59:23.378000+00:00,1.0.0,Agent,Marjorie Fleming,JOFY1QJRK6|marjorie_fleming8536@twace.org,http://cloud.scorm.com,http://adlnet.gov/expapi/verbs/passed,,409bef40-db78-4e26-bef3-cb9ee134b0ae,http://id.tincanapi.com/activity/tincan-prototypes/golf-example/GolfAssessment,Activity,passed,0.8,80.0,0.0,100.0,True,True,PT52.925S,,,,0 days 00:00:52.925000
19,32c52906-d290-4a32-837d-62ce5074f525,2022-05-07 13:58:30.360000+00:00,2022-05-07 13:58:30.394000+00:00,1.0.0,Agent,Marjorie Fleming,JOFY1QJRK6|marjorie_fleming8536@twace.org,http://cloud.scorm.com,http://adlnet.gov/expapi/verbs/attempted,,409bef40-db78-4e26-bef3-cb9ee134b0ae,http://id.tincanapi.com/activity/tincan-prototypes/golf-example/GolfAssessment,Activity,attempted,,,,,,,PT0S,An Assessment for the Golf Example course.,http://adlnet.gov/expapi/activities/assessment,Golf Example Assessment,0 days 00:00:00
20,2ee2f22f-f78f-4e9d-841f-fc5f34f7fe91,2022-05-07 13:49:09.710000+00:00,2022-05-07 13:49:09.841000+00:00,1.0.0,Agent,Harvey Grey,JOFY1QJRK6|harvey_grey2017@womeona.net,http://cloud.scorm.com,http://adlnet.gov/expapi/verbs/passed,,3dd89938-af03-45f2-b6ce-9f56dca7371c,http://id.tincanapi.com/activity/tincan-prototypes/golf-example/GolfAssessment,Activity,passed,1.0,100.0,0.0,100.0,True,True,PT1M40.916S,,,,0 days 00:01:40.916000
21,78302020-6701-4c00-8168-0a4bd5fa6125,2022-05-07 13:47:28.794000+00:00,2022-05-07 13:47:28.825000+00:00,1.0.0,Agent,Harvey Grey,JOFY1QJRK6|harvey_grey2017@womeona.net,http://cloud.scorm.com,http://adlnet.gov/expapi/verbs/attempted,,3dd89938-af03-45f2-b6ce-9f56dca7371c,http://id.tincanapi.com/activity/tincan-prototypes/golf-example/GolfAssessment,Activity,attempted,,,,,,,PT0S,An Assessment for the Golf Example course.,http://adlnet.gov/expapi/activities/assessment,Golf Example Assessment,0 days 00:00:00
22,e9ef7b65-7ecd-4bc8-b159-760b64c2f4ff,2022-05-06 23:30:10.291000+00:00,2022-05-06 23:30:10.427000+00:00,1.0.0,Agent,Enoch Vallins,JOFY1QJRK6|enoch_vallins8349@guentu.biz,http://cloud.scorm.com,http://adlnet.gov/expapi/verbs/passed,,6efe9ec3-72b1-437b-804b-ec9e0e00acd3,http://id.tincanapi.com/activity/tincan-prototypes/golf-example/GolfAssessment,Activity,passed,1.0,100.0,0.0,100.0,True,True,PT1M28.942S,,,,0 days 00:01:28.942000
23,8b2bf0c5-ca29-49f6-9ccf-b56e7410d879,2022-05-06 23:28:41.350000+00:00,2022-05-06 23:28:41.931000+00:00,1.0.0,Agent,Enoch Vallins,JOFY1QJRK6|enoch_vallins8349@guentu.biz,http://cloud.scorm.com,http://adlnet.gov/expapi/verbs/attempted,,6efe9ec3-72b1-437b-804b-ec9e0e00acd3,http://id.tincanapi.com/activity/tincan-prototypes/golf-example/GolfAssessment,Activity,attempted,,,,,,,PT0S,An Assessment for the Golf Example course.,http://adlnet.gov/expapi/activities/assessment,Golf Example Assessment,0 days 00:00:00
24,2526b2e5-1f37-44b7-962e-b670a0e3cc1a,2022-05-06 23:13:43.082000+00:00,2022-05-06 23:13:43.271000+00:00,1.0.0,Agent,Alessandra Oswald,JOFY1QJRK6|alessandra_oswald6309@typill.biz,http://cloud.scorm.com,http://adlnet.gov/expapi/verbs/passed,,83d823c1-8dbe-44aa-9ddd-e3fd8fde78bd,http://id.tincanapi.com/activity/tincan-prototypes/golf-example/GolfAssessment,Activity,passed,0.87,87.0,0.0,100.0,True,True,PT2M0.373S,,,,0 days 00:02:00.373000
25,bb189b4f-c1d1-4ab5-a03c-79fcd852c4b8,2022-05-06 23:11:42.708000+00:00,2022-05-06 23:11:42.825000+00:00,1.0.0,Agent,Alessandra Oswald,JOFY1QJRK6|alessandra_oswald6309@typill.biz,http://cloud.scorm.com,http://adlnet.gov/expapi/verbs/attempted,,83d823c1-8dbe-44aa-9ddd-e3fd8fde78bd,http://id.tincanapi.com/activity/tincan-prototypes/golf-example/GolfAssessment,Activity,attempted,,,,,,,PT0S,An Assessment for the Golf Example course.,http://adlnet.gov/expapi/activities/assessment,Golf Example Assessment,0 days 00:00:00
26,fb47d93b-f89f-4434-9547-096d1cb17b98,2022-05-06 22:45:57.437000+00:00,2022-05-06 22:45:57.514000+00:00,1.0.0,Agent,Rosemary Yarwood,JOFY1QJRK6|rosemary_yarwood5214@guentu.biz,http://cloud.scorm.com,http://adlnet.gov/expapi/verbs/passed,,10e69911-2591-474e-b89b-eb5b1bcf75c6,http://id.tincanapi.com/activity/tincan-prototypes/golf-example/GolfAssessment,Activity,passed,1.0,100.0,0.0,100.0,True,True,PT1M55.71S,,,,0 days 00:01:55.710000
